time,v_sweep,i_pulldown,i_gndclamp,i_pullup,i_powerclamp
0.9190010000,1.2900000000,2.238889972e-02,1.427956503e-09,-1.872864576e-02,-2.883859238e-09
0.9200010000,1.2950000000,2.241653234e-02,1.428173078e-09,-1.876886620e-02,-2.884068112e-09
0.9210010000,1.3000000000,2.244376943e-02,1.428388959e-09,-1.880884993e-02,-2.884275945e-09
0.9220010000,1.3050000000,2.247061162e-02,1.428604997e-09,-1.884859709e-02,-2.884483042e-09
0.9230010000,1.3100000000,2.249705953e-02,1.428822069e-09,-1.888810783e-02,-2.884693172e-09
0.9240010000,1.3150000000,2.252311379e-02,1.429038774e-09,-1.892738230e-02,-2.884901526e-09
0.9250010000,1.3200000000,2.254877504e-02,1.429256041e-09,-1.896642065e-02,-2.885111136e-09
0.9260010000,1.3250000000,2.257404390e-02,1.429473699e-09,-1.900522302e-02,-2.885318233e-09
0.9270010000,1.3300000000,2.259892099e-02,1.429690468e-09,-1.904378956e-02,-2.885527843e-09
0.9280010000,1.3350000000,2.262340694e-02,1.429907773e-09,-1.908212040e-02,-2.885736197e-09
0.9290010000,1.3400000000,2.264750238e-02,1.430125485e-09,-1.912021571e-02,-2.885944550e-09
0.9300010000,1.3450000000,2.267120792e-02,1.430343716e-09,-1.915807563e-02,-2.886152904e-09
0.9310010000,1.3500000000,2.269452420e-02,1.430562105e-09,-1.919570030e-02,-2.886361777e-09
0.9320010000,1.3550000000,2.271745182e-02,1.430781083e-09,-1.923308986e-02,-2.886570650e-09
0.9330010000,1.3600000000,2.273999141e-02,1.430999472e-09,-1.927024447e-02,-2.886778484e-09
0.9340010000,1.3650000000,2.276214359e-02,1.431219388e-09,-1.930716427e-02,-2.886987357e-09
0.9350010000,1.3700000000,2.278390897e-02,1.431439477e-09,-1.934384940e-02,-2.887198224e-09
0.9360010000,1.3750000000,2.280528818e-02,1.431660021e-09,-1.938030002e-02,-2.887406578e-09
0.9370010000,1.3800000000,2.282628182e-02,1.431881518e-09,-1.941651625e-02,-2.887614931e-09
0.9380010000,1.3850000000,2.284689050e-02,1.432103605e-09,-1.945249826e-02,-2.887823285e-09
0.9390010000,1.3900000000,2.286711486e-02,1.432327518e-09,-1.948824619e-02,-2.888033415e-09
0.9400010000,1.3950000000,2.288695548e-02,1.432551679e-09,-1.952376018e-02,-2.888241768e-09
0.9410010000,1.4000000000,2.290641299e-02,1.432777276e-09,-1.955904037e-02,-2.888450122e-09
0.9420010000,1.4050000000,2.292548800e-02,1.433005564e-09,-1.959408692e-02,-2.888660252e-09
0.9430010000,1.4100000000,2.294418111e-02,1.433236647e-09,-1.962889996e-02,-2.888867349e-09
0.9440010000,1.4150000000,2.296249293e-02,1.433471478e-09,-1.966347964e-02,-2.889077479e-09
0.9450010000,1.4200000000,2.298042407e-02,1.433711399e-09,-1.969782611e-02,-2.889287089e-09
0.9460010000,1.4250000000,2.299797513e-02,1.433961832e-09,-1.973193950e-02,-2.889495962e-09
0.9470010000,1.4300000000,2.301514672e-02,1.434227862e-09,-1.976581998e-02,-2.889704315e-09
0.9480010000,1.4350000000,2.303193944e-02,1.434529737e-09,-1.979946767e-02,-2.889914445e-09
0.9490010000,1.4400000000,2.304835390e-02,1.434952998e-09,-1.983288272e-02,-2.890122799e-09
0.9500010000,1.4450000000,2.306439069e-02,1.435499525e-09,-1.986606528e-02,-2.890332929e-09
0.9510010000,1.4500000000,2.308005041e-02,1.435591062e-09,-1.989901549e-02,-2.890541282e-09
0.9520010000,1.4550000000,2.309533367e-02,1.435702160e-09,-1.993173350e-02,-2.890750892e-09
