ctime,v_sweep,i_pulldown,i_gndclamp,i_pullup,i_powerclamp
0.3040010000,-1.7850000000,-1.2883635250,-1.2875901498,2.1558726642,2.1553028665
0.3050010000,-1.7800000000,-1.2818385044,-1.2810613270,2.1449928356,2.1444202767
0.3060010000,-1.7750000000,-1.2753143201,-1.2745333030,2.1341143533,2.1335390063
0.3070010000,-1.7700000000,-1.2687909806,-1.2680060856,2.1232372307,2.1226590682
0.3080010000,-1.7650000000,-1.2622684943,-1.2614796830,2.1123614813,2.1117804757
0.3090010000,-1.7600000000,-1.2557468701,-1.2549541032,2.1014871190,2.1009032422
0.3100010000,-1.7550000000,-1.2492261168,-1.2484293546,2.0906141577,2.0900273812
0.3110010000,-1.7500000000,-1.2427062433,-1.2419054454,2.0797426117,2.0791529065
0.3120010000,-1.7450000000,-1.2361872589,-1.2353823842,2.0688724954,2.0682798322
0.3130010000,-1.7400000000,-1.2296691728,-1.2288601798,2.0580038235,2.0574081725
0.3140010000,-1.7350000000,-1.2231519943,-1.2223388407,2.0471366109,2.0465379418
0.3150010000,-1.7300000000,-1.2166357331,-1.2158183761,2.0362708726,2.0356691547
0.3160010000,-1.7250000000,-1.2101203989,-1.2092987948,2.0254066239,2.0248018261
0.3170010000,-1.7200000000,-1.2036060015,-1.2027801061,2.0145438806,2.0139359711
0.3180010000,-1.7150000000,-1.1970925510,-1.1962623194,2.0036826584,2.0030716050
0.3190010000,-1.7100000000,-1.1905800575,-1.1897454440,1.9928229734,1.9922087435
0.3200010000,-1.7050000000,-1.1840685314,-1.1832294897,1.9819648418,1.9813474024
0.3210010000,-1.7000000000,-1.1775579832,-1.1767144662,1.9711082804,1.9704875976
0.3220010000,-1.6950000000,-1.1710484236,-1.1702003835,1.9602533059,1.9596293456
0.3230010000,-1.6900000000,-1.1645398634,-1.1636872516,1.9493999355,1.9487726629
0.3240010000,-1.6850000000,-1.1580323138,-1.1571750807,1.9385481865,1.9379175663
0.3250010000,-1.6800000000,-1.1515257858,-1.1506638814,1.9276980767,1.9270640730
0.3260010000,-1.6750000000,-1.1450202909,-1.1441536642,1.9168496239,1.9162122004
0.3270010000,-1.6700000000,-1.1385158408,-1.1376444398,1.9060028466,1.9053619661
0.3280010000,-1.6650000000,-1.1320124471,-1.1311362193,1.8951577631,1.8945133881
0.3290010000,-1.6600000000,-1.1255101219,-1.1246290136,1.8843143925,1.8836664846
0.3300010000,-1.6550000000,-1.1190088774,-1.1181228342,1.8734727538,1.8728212742
0.3310010000,-1.6500000000,-1.1125087259,-1.1116176924,1.8626328666,1.8619777757
0.3320010000,-1.6450000000,-1.1060096801,-1.1051136000,1.8517947508,1.8511360084
0.3330010000,-1.6400000000,-1.0995117528,-1.0986105689,1.8409584263,1.8402959917
0.3340010000,-1.6350000000,-1.0930149571,-1.0921086111,1.8301239139,1.8294577455
0.3350010000,-1.6300000000,-1.0865193062,-1.0856077389,1.8192912343,1.8186212899
0.3360010000,-1.6250000000,-1.0800248137,-1.0791079648,1.8084604088,1.8077866453
0.3370010000,-1.6200000000,-1.0735314933,-1.0726093015,1.7976314589,1.7969538328
0.3380010000,-1.6150000000,-1.0670393589,-1.0661117620,1.7868044066,1.7861228734
0.3390010000,-1.6100000000,-1.0605484249,-1.0596153593,1.7759792743,1.7752937887
0.3400010000,-1.6050000000,-1.0540587057,-1.0531201069,1.7651560846,1.7644666007
0.3410010000,-1.6000000000,-1.0475702160,-1.0466260184,1.7543348608,1.7536413318
0.3420010000,-1.5950000000,-1.0410829710,-1.0401331077,1.7435156263,1.7428180046
0.3430010000,-1.5900000000,-1.0345969859,-1.0336413887,1.7326984052,1.7319966424
0.3440010000,-1.5850000000,-1.0281122762,-1.0271508760,1.7218832218,1.7211772685
0.3450010000,-1.5800000000,-1.0216288579,-1.0206615841,1.7110701009,1.7103599070
0.3460010000,-1.5750000000,-1.0151467471,-1.0141735278,1.7002590680,1.6995445824
0.3470010000,-1.5700000000,-1.0086659603,-1.0076867224,1.6894501487,1.6887313193
0.3480010000,-1.5650000000,-1.0021865142,-1.0012011833,1.6786433692,1.6779201432
0.3490010000,-1.5600000000,-0.9957084260,-0.9947169261,1.6678387564,1.6671110797
0.3500010000,-1.5550000000,-0.9892317130,-0.9882339669,1.6570363373,1.6563041551
0.3510010000,-1.5500000000,-0.9827563930,-0.9817523219,1.6462361398,1.6454993961
0.3520010000,-1.5450000000,-0.9762824840,-0.9752720078,1.6354381920,1.6346968300
0.3530010000,-1.5400000000,-0.9698100046,-0.9687930415,1.6246425228,1.6238964843
0.3540010000,-1.5350000000,-0.9633389736,-0.9623154402,1.6138491615,1.6130983874
0.3550010000,-1.5300000000,-0.9568694100,-0.9558392215,1.6030581380,1.6023025680
0.3560010000,-1.5250000000,-0.9504013334,-0.9493644033,1.5922694827,1.5915090555
0.3570010000,-1.5200000000,-0.9439347639,-0.9428910038,1.5814832268,1.5807178798
0.3580010000,-1.5150000000,-0.9374697216,-0.9364190417,1.5706994019,1.5699290713
0.3590010000,-1.5100000000,-0.9310062273,-0.9299485358,1.5599180403,1.5591426611
0.3600010000,-1.5050000000,-0.9245443023,-0.9234795057,1.5491391749,1.5483586808
0.3610010000,-1.5000000000,-0.9180839681,-0.9170119708,1.5383628394,1.5375771628
0.3620010000,-1.4950000000,-0.9116252467,-0.9105459515,1.5275890680,1.5267981399
0.3630010000,-1.4900000000,-0.9051681606,-0.9040814682,1.5168178957,1.5160216459
0.3640010000,-1.4850000000,-0.8987127328,-0.8976185419,1.5060493582,1.5052477148
0.3650010000,-1.4800000000,-0.8922589868,-0.8911571938,1.4952834918,1.4944763818
0.3660010000,-1.4750000000,-0.8858069464,-0.8846974459,1.4845203337,1.4837076824
0.3670010000,-1.4700000000,-0.8793566361,-0.8782393203,1.4737599218,1.4729416531
0.3680010000,-1.4650000000,-0.8729080808,-0.8717828397,1.4630022950,1.4621783310
0.3690010000,-1.4600000000,-0.8664613061,-0.8653280275,1.4522474926,1.4514177541
0.3700010000,-1.4550000000,-0.8600163380,-0.8588749071,1.4414955550,1.4406599610
0.3710010000,-1.4500000000,-0.8535732031,-0.8524235028,1.4307465236,1.4299049912
0.3720010000,-1.4450000000,-0.8471319287,-0.8459738393,1.4200004403,1.4191528852
0.3730010000,-1.4400000000,-0.8406925425,-0.8395259418,1.4092573483,1.4084036841
0.3740010000,-1.4350000000,-0.8342550730,-0.8330798360,1.3985172915,1.3976574301
0.3750010000,-1.4300000000,-0.8278195492,-0.8266355483,1.3877803147,1.3869141662
0.3760010000,-1.4250000000,-0.8213860008,-0.8201931056,1.3770464640,1.3761739363
0.3770010000,-1.4200000000,-0.8149544582,-0.8137525353,1.3663157861,1.3654367854
0.3780010000,-1.4150000000,-0.8085249526,-0.8073138656,1.3555883293,1.3547027593
0.3790010000,-1.4100000000,-0.8020975157,-0.8008771251,1.3448641424,1.3439719051
0.3800010000,-1.4050000000,-0.7956721801,-0.7944423433,1.3341432756,1.3332442706
0.3810010000,-1.4000000000,-0.7892489791,-0.7880095502,1.3234257803,1.3225199049
0.3820010000,-1.3950000000,-0.7828279467,-0.7815787765,1.3127117091,1.3117988582
0.3830010000,-1.3900000000,-0.7764091180,-0.7751500537,1.3020011155,1.3010811819
0.3840010000,-1.3850000000,-0.7699925286,-0.7687234139,1.2912940546,1.2903669284
0.3850010000,-1.3800000000,-0.7635782151,-0.7622988901,1.2805905827,1.2796561515
0.3860010000,-1.3750000000,-0.7571662151,-0.7558765158,1.2698907573,1.2689489060
0.3870010000,-1.3700000000,-0.7507565669,-0.7494563257,1.2591946375,1.2582452484
0.3880010000,-1.3650000000,-0.7443493100,-0.7430383551,1.2485022836,1.2475452363
0.3890010000,-1.3600000000,-0.7379444846,-0.7366226400,1.2378137575,1.2368489285
0.3900010000,-1.3550000000,-0.7315421322,-0.7302092176,1.2271291227,1.2261563855
0.3910010000,-1.3500000000,-0.7251422951,-0.7237981257,1.2164484440,1.2154676693
0.3920010000,-1.3450000000,-0.7187450168,-0.7173894033,1.2057717880,1.2047828431
0.3930010000,-1.3400000000,-0.7123503419,-0.7109830903,1.1950992230,1.1941019720
0.3940010000,-1.3350000000,-0.7059583163,-0.7045792274,1.1844308188,1.1834251225
0.3950010000,-1.3300000000,-0.6995689868,-0.6981778565,1.1737666473,1.1727523629
0.3960010000,-1.3250000000,-0.6931824016,-0.6917790207,1.1631067819,1.1620837630
0.3970010000,-1.3200000000,-0.6867986103,-0.6853827638,1.1524512982,1.1514193947
0.3980010000,-1.3150000000,-0.6804176637,-0.6789891312,1.1418002735,1.1407593316
0.3990010000,-1.3100000000,-0.6740396138,-0.6725981691,1.1311537875,1.1301036491
0.4000010000,-1.3050000000,-0.6676645143,-0.6662099252,1.1205119215,1.1194524247
0.4010010000,-1.3000000000,-0.6612924204,-0.6598244483,1.1098747595,1.1088057378
0.4020010000,-1.2950000000,-0.6549233885,-0.6534417885,1.0992423874,1.0981636702
0.4030010000,-1.2900000000,-0.6485574769,-0.6470619974,1.0886148936,1.0875263055
0.4040010000,-1.2850000000,-0.6421947454,-0.6406851277,1.0779923689,1.0768937299
0.4050010000,-1.2800000000,-0.6358352556,-0.6343112340,1.0673749065,1.0662660316
0.4060010000,-1.2750000000,-0.6294790707,-0.6279403720,1.0567626023,1.0556433016
0.4070010000,-1.2700000000,-0.6231262558,-0.6215725991,1.0461555551,1.0450256332
0.4080010000,-1.2650000000,-0.6167768781,-0.6152079743,1.0355538660,1.0344131222
0.4090010000,-1.2600000000,-0.6104310065,-0.6088465584,1.0249576395,1.0238058674
0.4100010000,-1.2550000000,-0.6040887121,-0.6024884139,1.0143669829,1.0132039702
0.4110010000,-1.2500000000,-0.5977500682,-0.5961336048,1.0037820066,1.0026075349
0.4120010000,-1.2450000000,-0.5914151502,-0.5897821974,0.9932028243,0.9920166690
0.4130010000,-1.2400000000,-0.5850840357,-0.5834342598,0.9826295531,0.9814314828
0.4140010000,-1.2350000000,-0.5787568051,-0.5770898620,0.9720623136,0.9708520903
0.4150010000,-1.2300000000,-0.5724335410,-0.5707490762,0.9615012301,0.9602786085
0.4160010000,-1.2250000000,-0.5661143286,-0.5644119768,0.9509464305,0.9497111581
0.4170010000,-1.2200000000,-0.5597992559,-0.5580786404,0.9403980470,0.9391498635
0.4180010000,-1.2150000000,-0.5534884138,-0.5517491461,0.9298562156,0.9285948528
0.4190010000,-1.2100000000,-0.5471818961,-0.5454235753,0.9193210766,0.9180462580
0.4200010000,-1.2050000000,-0.5408797996,-0.5391020122,0.9087927750,0.9075042155
0.4210010000,-1.2000000000,-0.5345822243,-0.5327845434,0.8982714604,0.8969688656
0.4220010000,-1.1950000000,-0.5282892738,-0.5264712583,0.8877572869,0.8864403535
0.4230010000,-1.1900000000,-0.5220010550,-0.5201622495,0.8772504141,0.8759188287
0.4240010000,-1.1850000000,-0.5157176784,-0.5138576124,0.8667510066,0.8654044457
0.4250010000,-1.1800000000,-0.5094392585,-0.5075574454,0.8562592347,0.8548973641
0.4260010000,-1.1750000000,-0.5031659137,-0.5012618506,0.8457752742,0.8443977487
0.4270010000,-1.1700000000,-0.4968977667,-0.4949709333,0.8352993072,0.8339057699
0.4280010000,-1.1650000000,-0.4906349443,-0.4886848023,0.8248315218,0.8234216039
0.4290010000,-1.1600000000,-0.4843775783,-0.4824035703,0.8143721128,0.8129454327
0.4300010000,-1.1550000000,-0.4781258049,-0.4761273540,0.8039212820,0.8024774449
0.4310010000,-1.1500000000,-0.4718797657,-0.4698562741,0.7934792380,0.7920178354
0.4320010000,-1.1450000000,-0.4656396073,-0.4635904555,0.7830461973,0.7815668061
0.4330010000,-1.1400000000,-0.4594054819,-0.4573300279,0.7726223842,0.7711245662
0.4340010000,-1.1350000000,-0.4531775477,-0.4510751253,0.7622080310,0.7606913322
0.4350010000,-1.1300000000,-0.4469559689,-0.4448258871,0.7518033791,0.7502673288
0.4360010000,-1.1250000000,-0.4407409160,-0.4385824576,0.7414086785,0.7398527887
0.4370010000,-1.1200000000,-0.4345325664,-0.4323449866,0.7310241891,0.7294479535
0.4380010000,-1.1150000000,-0.4283311047,-0.4261136296,0.7206501808,0.7190530738
0.4390010000,-1.1100000000,-0.4221367227,-0.4198885482,0.7102869337,0.7086684098
0.4400010000,-1.1050000000,-0.4159496203,-0.4136699101,0.6999347393,0.6982942317
0.4410010000,-1.1000000000,-0.4097700057,-0.4074578898,0.6895939007,0.6879308204
0.4420010000,-1.0950000000,-0.4035980958,-0.4012526687,0.6792647331,0.6775784678
0.4430010000,-1.0900000000,-0.3974341167,-0.3950544357,0.6689475647,0.6672374774
0.4440010000,-1.0850000000,-0.3912783044,-0.3888633871,0.6586427374,0.6569081651
0.4450010000,-1.0800000000,-0.3851309052,-0.3826797276,0.6483506072,0.6465908599
0.4460010000,-1.0750000000,-0.3789921761,-0.3765036704,0.6380715454,0.6362859042
0.4470010000,-1.0700000000,-0.3728623859,-0.3703354379,0.6278059394,0.6259936549
0.4480010000,-1.0650000000,-0.3667418155,-0.3641752619,0.6175541932,0.6157144841
0.4490010000,-1.0600000000,-0.3606307589,-0.3580233844,0.6073167288,0.6054487800
0.4500010000,-1.0550000000,-0.3545295235,-0.3518800580,0.5970939872,0.5951969478
0.4510010000,-1.0500000000,-0.3484384317,-0.3457455468,0.5868864292,0.5849594104
0.4520010000,-1.0450000000,-0.3423578210,-0.3396201267,0.5766945370,0.5747366099
0.4530010000,-1.0400000000,-0.3362880457,-0.3335040865,0.5665188150,0.5645290084
0.4540010000,-1.0350000000,-0.3302294772,-0.3273977281,0.5563597915,0.5543370894
0.4550010000,-1.0300000000,-0.3241825059,-0.3213013681,0.5462180204,0.5441613588
0.4560010000,-1.0250000000,-0.3181475418,-0.3152153381,0.5360940822,0.5340023467
0.4570010000,-1.0200000000,-0.3121250162,-0.3091399856,0.5259885860,0.5238606084
0.4580010000,-1.0150000000,-0.3061153829,-0.3030756757,0.5159021715,0.5137367264
0.4590010000,-1.0100000000,-0.3001191198,-0.2970227912,0.5058355107,0.5036313118
0.4600010000,-1.0050000000,-0.2941367305,-0.2909817349,0.4957893102,0.4935450067
0.4610010000,-1.0000000000,-0.2881687465,-0.2849529299,0.4857643136,0.4834784855
0.4620010000,-0.9950000000,-0.2822157283,-0.2789368216,0.4757613037,0.4734324574
0.4630010000,-0.9900000000,-0.2762782686,-0.2729338791,0.4657811056,0.4634076689
0.4640010000,-0.9850000000,-0.2703569937,-0.2669445965,0.4558245892,0.4534049061
0.4650010000,-0.9800000000,-0.2644525666,-0.2609694952,0.4458926731,0.4434249975
0.4660010000,-0.9750000000,-0.2585656893,-0.2550091254,0.4359863270,0.4334688171
0.4670010000,-0.9700000000,-0.2526971063,-0.2490640684,0.4261065767,0.4235372874
0.4680010000,-0.9650000000,-0.2468476071,-0.2431349387,0.4162545071,0.4136313831
0.4690010000,-0.9600000000,-0.2410180307,-0.2372223866,0.4064312674,0.4037521348
0.4700010000,-0.9550000000,-0.2352092687,-0.2313271010,0.3966380756,0.3939006333
0.4710010000,-0.9500000000,-0.2294222699,-0.2254498119,0.3868762241,0.3840780339
0.4720010000,-0.9450000000,-0.2236580449,-0.2195912942,0.3771470853,0.3742855616
0.4730010000,-0.9400000000,-0.2179176713,-0.2137523706,0.3674521178,0.3645245163
0.4740010000,-0.9350000000,-0.2122022990,-0.2079339159,0.3577928738,0.3547962788
0.4750010000,-0.9300000000,-0.2065131567,-0.2021368610,0.3481710063,0.3451023174
0.4760010000,-0.9250000000,-0.2008515586,-0.1963621974,0.3385882779,0.3354441943
0.4770010000,-0.9200000000,-0.1952189114,-0.1906109825,0.3290465692,0.3258235745
0.4780010000,-0.9150000000,-0.1896167231,-0.1848843447,0.3195478899,0.3162422331
0.4790010000,-0.9100000000,-0.1840466114,-0.1791834902,0.3100943890,0.3067020654
0.4800010000,-0.9050000000,-0.1785103139,-0.1735097089,0.3006883674,0.2972050971
0.4810010000,-0.9000000000,-0.1730096987,-0.1678643823,0.2913322911,0.2877534952
0.4820010000,-0.8950000000,-0.1675467767,-0.1622489914,0.2820288063,0.2783495810
0.4830010000,-0.8900000000,-0.1621237141,-0.1566651257,0.2727807551,0.2689958430
0.4840010000,-0.8850000000,-0.1567428471,-0.1511144929,0.2635911939,0.2596949531
0.4850010000,-0.8800000000,-0.1514066978,-0.1455989301,0.2544634125,0.2504497822
0.4860010000,-0.8750000000,-0.1461179908,-0.1401204155,0.2454009565,0.2412634190
0.4870010000,-0.8700000000,-0.1408796721,-0.1346810814,0.2364076504,0.2321391904
0.4880010000,-0.8650000000,-0.1356949297,-0.1292832294,0.2274876240,0.2230806834
0.4890010000,-0.8600000000,-0.1305672146,-0.1239293454,0.2186453413,0.2140917698
0.4900010000,-0.8550000000,-0.1255002649,-0.1186221180,0.2098856312,0.2051766333
0.4910010000,-0.8500000000,-0.1204981298,-0.1133644571,0.2012137221,0.1963397989
0.4920010000,-0.8450000000,-0.1155651960,-0.1081595151,0.1926352784,0.1875861654
0.4930010000,-0.8400000000,-0.1107062136,-0.1030107095,0.1841564405,0.1789210407
0.4940010000,-0.8350000000,-0.1059263228,-9.792174751e-02,0.1757838671,0.1703501805
0.4950010000,-0.8300000000,-0.1012310792,-9.289665238e-02,0.1675247802,0.1618798296
0.4960010000,-0.8250000000,-9.662647690e-02,-8.793979129e-02,0.1593870111,0.1535167661
0.4970010000,-0.8200000000,-9.211896698e-02,-8.305590459e-02,0.1513790488,0.1452683492
0.4980010000,-0.8150000000,-8.771546908e-02,-7.825013572e-02,0.1435100860,0.1371425678
0.4990010000,-0.8100000000,-8.342337258e-02,-7.352806112e-02,0.1357900639,0.1291480916
0.5000010000,-0.8050000000,-7.925052289e-02,-6.889571882e-02,0.1282297106,0.1212943206
0.5010010000,-0.8000000000,-7.520518743e-02,-6.435963410e-02,0.1208405705,0.1135914336
0.5020010000,-0.7950000000,-7.129599480e-02,-5.992683964e-02,0.1136350180,0.1060504306
0.5030010000,-0.7900000000,-6.753183982e-02,-5.560488711e-02,0.1066262500,9.868316575e-02
0.5040010000,-0.7850000000,-6.392174669e-02,-5.140184584e-02,9.982824697e-02,9.150236577e-02
0.5050010000,-0.7800000000,-6.047468295e-02,-4.732628308e-02,9.325569277e-02,8.452162532e-02
0.5060010000,-0.7750000000,-5.719931896e-02,-4.338721922e-02,8.692383943e-02,7.775537097e-02
0.5070010000,-0.7700000000,-5.410373139e-02,-3.959404989e-02,8.084830404e-02,7.121878167e-02
0.5080010000,-0.7650000000,-5.119505553e-02,-3.595642609e-02,7.504478287e-02,6.492765225e-02
0.5090010000,-0.7600000000,-4.847910000e-02,-3.248408321e-02,6.952867097e-02,5.889818467e-02
0.5100010000,-0.7550000000,-4.595994818e-02,-2.918661074e-02,6.431458049e-02,5.314669178e-02
0.5110010000,-0.7500000000,-4.363958131e-02,-2.607315773e-02,5.941576030e-02,4.768919995e-02
0.5120010000,-0.7450000000,-4.151756645e-02,-2.315207448e-02,5.484343375e-02,4.254094289e-02
0.5130010000,-0.7400000000,-3.959085480e-02,-2.043050004e-02,5.060609005e-02,3.771574857e-02
0.5140010000,-0.7350000000,-3.785372940e-02,-1.791391646e-02,4.670878495e-02,3.322533708e-02
0.5150010000,-0.7300000000,-3.629792529e-02,-1.560570440e-02,4.315252467e-02,2.907856716e-02
0.5160010000,-0.7250000000,-3.491292180e-02,-1.350674657e-02,3.993381650e-02,2.528069184e-02
0.5170010000,-0.7200000000,-3.368638074e-02,-1.161513242e-02,3.704446473e-02,2.183270351e-02
0.5180010000,-0.7150000000,-3.260468294e-02,-9.926015615e-03,3.447166758e-02,1.873085960e-02
0.5190010000,-0.7100000000,-3.165350370e-02,-8.431661497e-03,3.219843158e-02,1.596647397e-02
0.5200010000,-0.7050000000,-3.081836784e-02,-7.121697265e-03,3.020427230e-02,1.352603382e-02
0.5210010000,-0.7000000000,-3.008513621e-02,-5.983546471e-03,2.846612596e-02,1.139165795e-02
0.5220010000,-0.6950000000,-2.944039280e-02,-5.003000473e-03,2.695936761e-02,9.541859624e-03
0.5230010000,-0.6900000000,-2.887172004e-02,-4.164860109e-03,2.565882450e-02,7.952529041e-03
0.5240010000,-0.6850000000,-2.836786587e-02,-3.453575915e-03,2.453968852e-02,6.598020433e-03
0.5250010000,-0.6800000000,-2.791881694e-02,-2.853824559e-03,2.357826075e-02,5.452223026e-03
0.5260010000,-0.6750000000,-2.751579754e-02,-2.350978425e-03,2.275249644e-02,4.489513711e-03
0.5270010000,-0.6700000000,-2.715121513e-02,-1.931447906e-03,2.204235011e-02,3.685523009e-03
0.5280010000,-0.6650000000,-2.681857148e-02,-1.582896378e-03,2.142994274e-02,3.017684386e-03
0.5290010000,-0.6600000000,-2.651235491e-02,-1.294342407e-03,2.089958603e-02,2.465570530e-03
0.5300010000,-0.6550000000,-2.622792541e-02,-1.056171702e-03,2.043770191e-02,2.010995135e-03
0.5310010000,-0.6500000000,-2.596140101e-02,-8.600834756e-04,2.003267315e-02,1.637763802e-03
0.5320010000,-0.6450000000,-2.570955056e-02,-6.989941283e-04,1.967465508e-02,1.332083114e-03
0.5330010000,-0.6400000000,-2.546969597e-02,-5.669172544e-04,1.935537120e-02,1.082300323e-03
0.5340010000,-0.6350000000,-2.523962524e-02,-4.588343901e-04,1.906790906e-02,8.785817881e-04
0.5350010000,-0.6300000000,-2.501751657e-02,-3.705665810e-04,1.880652661e-02,7.126935499e-04
0.5360010000,-0.6250000000,-2.480187302e-02,-2.986531975e-04,1.856647525e-02,5.777853085e-04
0.5370010000,-0.6200000000,-2.459146697e-02,-2.402416222e-04,1.834384227e-02,4.681879335e-04
0.5380010000,-0.6150000000,-2.438529325e-02,-1.929894250e-04,1.813541336e-02,3.792300494e-04
0.5390010000,-0.6100000000,-2.418252988e-02,-1.549792948e-04,1.793855434e-02,3.070760128e-04
0.5400010000,-0.6050000000,-2.398250545e-02,-1.246461691e-04,1.775111087e-02,2.485854597e-04
0.5410010000,-0.6000000000,-2.378467197e-02,-1.006616179e-04,1.757132381e-02,2.011933009e-04
0.5420010000,-0.5950000000,-2.358858257e-02,-8.144698032e-05,1.739775875e-02,1.628083332e-04
0.5430010000,-0.5900000000,-2.339387306e-02,-6.589245393e-05,1.722924726e-02,1.317283333e-04
0.5440010000,-0.5850000000,-2.320024676e-02,-5.330349094e-05,1.706483848e-02,1.065694464e-04
0.5450010000,-0.5800000000,-2.300746216e-02,-4.311642668e-05,1.690375917e-02,8.620778938e-05
0.5460010000,-0.5750000000,-2.281532273e-02,-3.487413224e-05,1.674538092e-02,6.973136714e-05
0.5470010000,-0.5700000000,-2.262366857e-02,-2.820608595e-05,1.658919330e-02,5.640062080e-05
0.5480010000,-0.5650000000,-2.243236973e-02,-2.281210084e-05,1.643478187e-02,4.561614969e-05
0.5490010000,-0.5600000000,-2.224132056e-02,-1.844906244e-05,1.628181031e-02,3.689236269e-05
0.5500010000,-0.5550000000,-2.205043526e-02,-1.492013642e-05,1.613000574e-02,2.983600884e-05
0.5510010000,-0.5500000000,-2.185964419e-02,-1.206599675e-05,1.597914686e-02,2.412870966e-05
0.5520010000,-0.5450000000,-2.166889083e-02,-9.757703290e-06,1.582905428e-02,1.951276398e-05
0.5530010000,-0.5400000000,-2.147812940e-02,-7.890923152e-06,1.567958257e-02,1.577962318e-05
0.5540010000,-0.5350000000,-2.128732280e-02,-6.381245296e-06,1.553061394e-02,1.276054188e-05
0.5550010000,-0.5300000000,-2.109644105e-02,-5.160383592e-06,1.538205300e-02,1.031899800e-05
0.5560010000,-0.5250000000,-2.090545991e-02,-4.173101095e-06,1.523382253e-02,8.344550483e-06
0.5570010000,-0.5200000000,-2.071435988e-02,-3.374719407e-06,1.508586007e-02,6.747863996e-06
0.5580010000,-0.5150000000,-2.052312525e-02,-2.729102377e-06,1.493811513e-02,5.456680283e-06
0.5590010000,-0.5100000000,-2.033174344e-02,-2.207024161e-06,1.479054693e-02,4.412556835e-06
0.5600010000,-0.5050000000,-2.014020442e-02,-1.784848605e-06,1.464312256e-02,3.568227359e-06
0.5610010000,-0.5000000000,-1.994850019e-02,-1.443460719e-06,1.449581552e-02,2.885465802e-06
0.5620010000,-0.4950000000,-1.975662445e-02,-1.167402222e-06,1.434860446e-02,2.333358171e-06
0.5630010000,-0.4900000000,-1.956457230e-02,-9.441722478e-07,1.420147227e-02,1.886904411e-06
0.5640010000,-0.4850000000,-1.937233990e-02,-7.636616956e-07,1.405440524e-02,1.525887421e-06
0.5650010000,-0.4800000000,-1.917992437e-02,-6.176957215e-07,1.390739243e-02,1.233958229e-06
0.5660010000,-0.4750000000,-1.898732355e-02,-4.996637052e-07,1.376042513e-02,9.978960642e-07
0.5670010000,-0.4700000000,-1.879453589e-02,-4.042199860e-07,1.361349647e-02,8.070099160e-07
0.5680010000,-0.4650000000,-1.860156034e-02,-3.270418381e-07,1.346660107e-02,6.526545332e-07
0.5690010000,-0.4600000000,-1.840839626e-02,-2.646337411e-07,1.331973472e-02,5.278390001e-07
0.5700010000,-0.4550000000,-1.821504334e-02,-2.141690973e-07,1.317289422e-02,4.269102134e-07
0.5710010000,-0.4500000000,-1.802150155e-02,-1.733622301e-07,1.302607714e-02,3.452968747e-07
0.5720010000,-0.4450000000,-1.782777106e-02,-1.403648736e-07,1.287928170e-02,2.793024887e-07
0.5730010000,-0.4400000000,-1.763385225e-02,-1.136824705e-07,1.273250664e-02,2.259379640e-07
0.5740010000,-0.4350000000,-1.743974565e-02,-9.210648120e-08,1.258575114e-02,1.827862372e-07
0.5750010000,-0.4300000000,-1.724545192e-02,-7.465965140e-08,1.243901471e-02,1.478928109e-07
0.5760010000,-0.4250000000,-1.705097182e-02,-6.055174992e-08,1.229229716e-02,1.196772294e-07
0.5770010000,-0.4200000000,-1.685630620e-02,-4.914377655e-08,1.214559852e-02,9.686149330e-08
0.5780010000,-0.4150000000,-1.666145599e-02,-3.991902282e-08,1.199891901e-02,7.841219440e-08
0.5790010000,-0.4100000000,-1.646642218e-02,-3.245966500e-08,1.185225900e-02,6.349368110e-08
0.5800010000,-0.4050000000,-1.627120582e-02,-2.642784339e-08,1.170561900e-02,5.143023728e-08
0.5810010000,-0.4000000000,-1.607580800e-02,-2.155035672e-08,1.155899961e-02,4.167546647e-08
0.5820010000,-0.3950000000,-1.588022986e-02,-1.760628895e-08,1.141240154e-02,3.378752880e-08
0.5830010000,-0.3900000000,-1.568447259e-02,-1.441700270e-08,1.126582555e-02,2.740915288e-08
0.5840010000,-0.3850000000,-1.548853737e-02,-1.183804754e-08,1.111927245e-02,2.225144128e-08
0.5850010000,-0.3800000000,-1.529242547e-02,-9.752618753e-09,1.097274314e-02,1.808078245e-08
0.5860010000,-0.3750000000,-1.509613813e-02,-8.066265388e-09,1.082623852e-02,1.470827292e-08
0.5870010000,-0.3700000000,-1.489967666e-02,-6.702612613e-09,1.067975956e-02,1.198116345e-08
0.5880010000,-0.3650000000,-1.470304236e-02,-5.599901486e-09,1.053330724e-02,9.775940089e-09
0.5890010000,-0.3600000000,-1.450623659e-02,-4.708193014e-09,1.038688256e-02,7.992717683e-09
0.5900010000,-0.3550000000,-1.430926070e-02,-3.987105977e-09,1.024048658e-02,6.550742727e-09
0.5910010000,-0.3500000000,-1.411211608e-02,-3.403986324e-09,1.009412034e-02,5.384699653e-09
0.5920010000,-0.3450000000,-1.391480413e-02,-2.932430469e-09,9.947784932e-03,4.441785882e-09
0.5930010000,-0.3400000000,-1.371732627e-02,-2.551086344e-09,9.801481435e-03,3.679295375e-09
0.5940010000,-0.3350000000,-1.351968395e-02,-2.242690014e-09,9.655210965e-03,3.062699403e-09
0.5950010000,-0.3300000000,-1.332187864e-02,-1.993280498e-09,9.508974645e-03,2.564075463e-09
