ctime,v_sweep,i_pulldown,i_gndclamp,i_pullup,i_powerclamp
0.8610010000,1.0000000000,2.608637992e-02,-8.922238402e-10,-2.117195353e-02,4.136280711e-10
0.8620010000,1.0050000000,2.615252495e-02,-8.920415079e-10,-2.124446731e-02,4.134555456e-10
0.8630010000,1.0100000000,2.621811712e-02,-8.918580381e-10,-2.131666613e-02,4.132812437e-10
0.8640010000,1.0150000000,2.628315757e-02,-8.916755953e-10,-2.138855024e-02,4.131064957e-10
0.8650010000,1.0200000000,2.634764745e-02,-8.914930694e-10,-2.146011988e-02,4.129321938e-10
0.8660010000,1.0250000000,2.641158789e-02,-8.913095711e-10,-2.153137529e-02,4.127574458e-10
0.8670010000,1.0300000000,2.647498002e-02,-8.911266569e-10,-2.160231671e-02,4.125855853e-10
0.8680010000,1.0350000000,2.653782498e-02,-8.909435764e-10,-2.167294438e-02,4.124101722e-10
0.8690010000,1.0400000000,2.660012390e-02,-8.907606338e-10,-2.174325854e-02,4.122347590e-10
0.8700010000,1.0450000000,2.666187790e-02,-8.905776354e-10,-2.181325942e-02,4.120611223e-10
0.8710010000,1.0500000000,2.672308810e-02,-8.903945265e-10,-2.188294726e-02,4.118868204e-10
0.8720010000,1.0550000000,2.678375563e-02,-8.902113902e-10,-2.195232231e-02,4.117127374e-10
0.8730010000,1.0600000000,2.684388161e-02,-8.900282255e-10,-2.202138480e-02,4.115384355e-10
0.8740010000,1.0650000000,2.690346715e-02,-8.898448946e-10,-2.209013497e-02,4.113619111e-10
0.8750010000,1.0700000000,2.696251336e-02,-8.896617857e-10,-2.215857305e-02,4.111889394e-10
0.8760010000,1.0750000000,2.702102136e-02,-8.894783432e-10,-2.222669929e-02,4.110139725e-10
0.8770010000,1.0800000000,2.707899225e-02,-8.892954006e-10,-2.229451393e-02,4.108414469e-10
0.8780010000,1.0850000000,2.713642714e-02,-8.891123759e-10,-2.236201719e-02,4.106666989e-10
0.8790010000,1.0900000000,2.719332713e-02,-8.889290723e-10,-2.242920931e-02,4.104919508e-10
0.8800010000,1.0950000000,2.724969332e-02,-8.887457129e-10,-2.249609054e-02,4.103165377e-10
0.8810010000,1.1000000000,2.730552681e-02,-8.885627713e-10,-2.256266111e-02,4.101411245e-10
0.8820010000,1.1050000000,2.736082870e-02,-8.883787459e-10,-2.262892126e-02,4.099679339e-10
0.8830010000,1.1100000000,2.741560007e-02,-8.881959705e-10,-2.269487121e-02,4.097909633e-10
0.8840010000,1.1150000000,2.746984202e-02,-8.880129164e-10,-2.276051122e-02,4.096177727e-10
0.8850010000,1.1200000000,2.752355563e-02,-8.878296138e-10,-2.282584151e-02,4.094436898e-10
0.8860010000,1.1250000000,2.757674198e-02,-8.876469490e-10,-2.289086232e-02,4.092704992e-10
0.8870010000,1.1300000000,2.762940217e-02,-8.874629793e-10,-2.295557388e-02,4.090933097e-10
0.8880010000,1.1350000000,2.768153727e-02,-8.872784255e-10,-2.301997644e-02,4.089203380e-10
0.8890010000,1.1400000000,2.773314836e-02,-8.870957060e-10,-2.308407022e-02,4.087420372e-10
0.8900010000,1.1450000000,2.778423651e-02,-8.869121804e-10,-2.314785546e-02,4.085688466e-10
0.8910010000,1.1500000000,2.783480279e-02,-8.867286011e-10,-2.321133239e-02,4.083947636e-10
0.8920010000,1.1550000000,2.788484828e-02,-8.865455469e-10,-2.327450125e-02,4.082204617e-10
0.8930010000,1.1600000000,2.793437403e-02,-8.863632157e-10,-2.333736228e-02,4.080461599e-10
0.8940010000,1.1650000000,2.798338112e-02,-8.861781073e-10,-2.339991571e-02,4.078707467e-10
0.8950010000,1.1700000000,2.803187061e-02,-8.859951373e-10,-2.346216176e-02,4.076937761e-10
0.8960010000,1.1750000000,2.807984356e-02,-8.858117232e-10,-2.352410069e-02,4.075212506e-10
0.8970010000,1.1800000000,2.812730101e-02,-8.856283365e-10,-2.358573271e-02,4.073451724e-10
0.8980010000,1.1850000000,2.817424404e-02,-8.854434786e-10,-2.364705806e-02,4.071704243e-10
0.8990010000,1.1900000000,2.822067368e-02,-8.852603981e-10,-2.370807698e-02,4.069932348e-10
0.9000010000,1.1950000000,2.826659099e-02,-8.850771219e-10,-2.376878969e-02,4.068207093e-10
0.9010010000,1.2000000000,2.831199702e-02,-8.848936247e-10,-2.382919644e-02,4.066466263e-10
0.9020010000,1.2050000000,2.835689281e-02,-8.847092940e-10,-2.388929745e-02,4.064687717e-10
0.9030010000,1.2100000000,2.840127941e-02,-8.845259631e-10,-2.394909295e-02,4.062958000e-10
0.9040010000,1.2150000000,2.844515784e-02,-8.843418545e-10,-2.400858319e-02,4.061197218e-10
0.9050010000,1.2200000000,2.848852916e-02,-8.841588013e-10,-2.406776838e-02,4.059449738e-10
0.9060010000,1.2250000000,2.853139438e-02,-8.839745275e-10,-2.412664876e-02,4.057717831e-10
0.9070010000,1.2300000000,2.857375456e-02,-8.837907524e-10,-2.418522457e-02,4.055948126e-10
0.9080010000,1.2350000000,2.861561071e-02,-8.836062271e-10,-2.424349603e-02,4.054191805e-10
0.9090010000,1.2400000000,2.865696386e-02,-8.834225910e-10,-2.430146338e-02,4.052450975e-10
0.9100010000,1.2450000000,2.869781505e-02,-8.832388433e-10,-2.435912684e-02,4.050703495e-10
0.9110010000,1.2500000000,2.873816528e-02,-8.830547347e-10,-2.441648665e-02,4.048931600e-10
0.9120010000,1.2550000000,2.877801559e-02,-8.828709049e-10,-2.447354304e-02,4.047170817e-10
0.9130010000,1.2600000000,2.881736698e-02,-8.826863512e-10,-2.453029623e-02,4.045429988e-10
0.9140010000,1.2650000000,2.885622048e-02,-8.825034106e-10,-2.458674646e-02,4.043673667e-10
0.9150010000,1.2700000000,2.889457710e-02,-8.823191904e-10,-2.464289397e-02,4.041930649e-10
0.9160010000,1.2750000000,2.893243784e-02,-8.821338885e-10,-2.469873897e-02,4.040149830e-10
0.9170010000,1.2800000000,2.896980372e-02,-8.819498093e-10,-2.475428169e-02,4.038404622e-10
0.9180010000,1.2850000000,2.900667574e-02,-8.817662005e-10,-2.480952238e-02,4.036657142e-10
0.9190010000,1.2900000000,2.904305491e-02,-8.815808428e-10,-2.486446125e-02,4.034887436e-10
0.9200010000,1.2950000000,2.907894222e-02,-8.813974003e-10,-2.491909853e-02,4.033155529e-10
0.9210010000,1.3000000000,2.911433867e-02,-8.812123214e-10,-2.497343446e-02,4.031379173e-10
0.9220010000,1.3050000000,2.914924527e-02,-8.810279623e-10,-2.502746926e-02,4.029636154e-10
0.9230010000,1.3100000000,2.918366300e-02,-8.808441041e-10,-2.508120317e-02,4.027857608e-10
0.9240010000,1.3150000000,2.921759285e-02,-8.806592178e-10,-2.513463640e-02,4.026110127e-10
0.9250010000,1.3200000000,2.925103583e-02,-8.804745567e-10,-2.518776919e-02,4.024362647e-10
0.9260010000,1.3250000000,2.928399290e-02,-8.802900587e-10,-2.524060177e-02,4.022601865e-10
0.9270010000,1.3300000000,2.931646506e-02,-8.801052008e-10,-2.529313436e-02,4.020847733e-10
0.9280010000,1.3350000000,2.934845329e-02,-8.799200662e-10,-2.534536719e-02,4.019093602e-10
0.9290010000,1.3400000000,2.937995856e-02,-8.797351251e-10,-2.539730048e-02,4.017339470e-10
0.9300010000,1.3450000000,2.941098186e-02,-8.795500736e-10,-2.544893448e-02,4.015578688e-10
0.9310010000,1.3500000000,2.944152417e-02,-8.793650768e-10,-2.550026939e-02,4.013831207e-10
0.9320010000,1.3550000000,2.947158645e-02,-8.791801358e-10,-2.555130545e-02,4.012070425e-10
0.9330010000,1.3600000000,2.950116967e-02,-8.789951116e-10,-2.560204289e-02,4.010305181e-10
0.9340010000,1.3650000000,2.953027480e-02,-8.788097265e-10,-2.565248193e-02,4.008557700e-10
0.9350010000,1.3700000000,2.955890281e-02,-8.786246750e-10,-2.570262280e-02,4.006790267e-10
0.9360010000,1.3750000000,2.958705467e-02,-8.784387900e-10,-2.575246572e-02,4.005049437e-10
0.9370010000,1.3800000000,2.961473133e-02,-8.782532670e-10,-2.580201092e-02,4.003270892e-10
0.9380010000,1.3850000000,2.964193375e-02,-8.780669926e-10,-2.585125863e-02,4.001505647e-10
0.9390010000,1.3900000000,2.966866289e-02,-8.778821074e-10,-2.590020906e-02,3.999773741e-10
0.9400010000,1.3950000000,2.969491970e-02,-8.776954184e-10,-2.594886245e-02,3.998008497e-10
0.9410010000,1.4000000000,2.972070515e-02,-8.775096723e-10,-2.599721902e-02,3.996261017e-10
0.9420010000,1.4050000000,2.974602016e-02,-8.773229276e-10,-2.604527900e-02,3.994464707e-10
0.9430010000,1.4100000000,2.977086571e-02,-8.771370710e-10,-2.609304261e-02,3.992728339e-10
0.9440010000,1.4150000000,2.979524272e-02,-8.769506304e-10,-2.614051007e-02,3.990963095e-10
0.9450010000,1.4200000000,2.981915214e-02,-8.767631080e-10,-2.618768161e-02,3.989208964e-10
0.9460010000,1.4250000000,2.984259492e-02,-8.765761969e-10,-2.623455746e-02,3.987443720e-10
0.9470010000,1.4300000000,2.986557199e-02,-8.763881462e-10,-2.628113783e-02,3.985707352e-10
0.9480010000,1.4350000000,2.988808429e-02,-8.762008753e-10,-2.632742295e-02,3.983924344e-10
0.9490010000,1.4400000000,2.991013276e-02,-8.760126867e-10,-2.637341304e-02,3.982152449e-10
0.9500010000,1.4450000000,2.993171832e-02,-8.758244992e-10,-2.641910834e-02,3.980402779e-10
0.9510010000,1.4500000000,2.995284190e-02,-8.756344501e-10,-2.646450905e-02,3.978648648e-10
0.9520010000,1.4550000000,2.997350444e-02,-8.754460679e-10,-2.650961540e-02,3.976876753e-10
0.9530010000,1.4600000000,2.999370686e-02,-8.752555758e-10,-2.655442763e-02,3.975095934e-10
0.9540010000,1.4650000000,3.001345008e-02,-8.750638345e-10,-2.659894594e-02,3.973346265e-10
0.9550010000,1.4700000000,3.003273503e-02,-8.748721490e-10,-2.664317056e-02,3.971574370e-10
0.9560010000,1.4750000000,3.005156262e-02,-8.746804361e-10,-2.668710171e-02,3.969826889e-10
0.9570010000,1.4800000000,3.006993376e-02,-8.744854757e-10,-2.673073962e-02,3.968070569e-10
0.9580010000,1.4850000000,3.008784938e-02,-8.742900702e-10,-2.677408451e-02,3.966305325e-10
0.9590010000,1.4900000000,3.010531039e-02,-8.740924737e-10,-2.681713659e-02,3.964551193e-10
0.9600010000,1.4950000000,3.012231769e-02,-8.738919074e-10,-2.685989610e-02,3.962761535e-10
0.9610010000,1.5000000000,3.013887220e-02,-8.736874833e-10,-2.690236324e-02,3.961014054e-10
0.9620010000,1.5050000000,3.015497481e-02,-8.734762589e-10,-2.694453825e-02,3.959253272e-10
0.9630010000,1.5100000000,3.017062644e-02,-8.732562664e-10,-2.698642134e-02,3.957474726e-10
0.9640010000,1.5150000000,3.018582799e-02,-8.730191796e-10,-2.702801274e-02,3.955727245e-10
0.9650010000,1.5200000000,3.020058034e-02,-8.727439115e-10,-2.706931266e-02,3.953955350e-10
0.9660010000,1.5250000000,3.021488443e-02,-8.723348755e-10,-2.711032132e-02,3.952178993e-10
0.9670010000,1.5300000000,3.022874112e-02,-8.718815063e-10,-2.715103895e-02,3.950440436e-10
0.9680010000,1.5350000000,3.024215128e-02,-8.718199274e-10,-2.719146576e-02,3.948659618e-10
0.9690010000,1.5400000000,3.025511585e-02,-8.717307011e-10,-2.723160198e-02,3.946903297e-10
0.9700010000,1.5450000000,3.026763571e-02,-8.715465072e-10,-2.727144782e-02,3.945126940e-10
0.9710010000,1.5500000000,3.027971173e-02,-8.713618145e-10,-2.731100351e-02,3.943366158e-10
0.9720010000,1.5550000000,3.029134480e-02,-8.711791761e-10,-2.735026926e-02,3.941600914e-10
0.9730010000,1.5600000000,3.030253580e-02,-8.709953168e-10,-2.738924529e-02,3.939829019e-10
0.9740010000,1.5650000000,3.031328562e-02,-8.708109020e-10,-2.742793181e-02,3.938068237e-10
0.9750010000,1.5700000000,3.032359513e-02,-8.706277647e-10,-2.746632906e-02,3.936320756e-10
0.9760010000,1.5750000000,3.033346521e-02,-8.704436276e-10,-2.750443725e-02,3.934519985e-10
0.9770010000,1.5800000000,3.034289674e-02,-8.702587119e-10,-2.754225659e-02,3.932752552e-10
0.9780010000,1.5850000000,3.035189057e-02,-8.700752420e-10,-2.757978730e-02,3.930998420e-10
0.9790010000,1.5900000000,3.036025097e-02,-8.698917701e-10,-2.761702961e-02,3.929210951e-10
0.9800010000,1.5950000000,3.036383930e-02,-8.697079108e-10,-2.765398373e-02,3.927461281e-10
0.9810010000,1.6000000000,3.036576698e-02,-8.695231614e-10,-2.769064987e-02,3.925667161e-10
0.9820010000,1.6050000000,3.036769469e-02,-8.693398578e-10,-2.772702826e-02,3.923906378e-10
0.9830010000,1.6100000000,3.036962242e-02,-8.691549441e-10,-2.776311910e-02,3.922145596e-10
0.9840010000,1.6150000000,3.037155019e-02,-8.689423746e-10,-2.779892263e-02,3.920391465e-10
0.9850010000,1.6200000000,3.037347798e-02,-8.685711687e-10,-2.783443905e-02,3.918590693e-10
0.9860010000,1.6250000000,3.037540588e-02,-8.684185465e-10,-2.786966858e-02,3.916847675e-10
0.9870010000,1.6300000000,3.037733358e-02,-8.688282267e-10,-2.790461144e-02,3.915064667e-10
0.9880010000,1.6350000000,3.037926146e-02,-8.687453229e-10,-2.793926784e-02,3.913281659e-10
0.9890010000,1.6400000000,3.038118936e-02,-8.686047697e-10,-2.797363801e-02,3.911520877e-10
0.9900010000,1.6450000000,3.038311729e-02,-8.684485029e-10,-2.800772215e-02,3.909737869e-10
0.9910010000,1.6500000000,3.038504524e-02,-8.682842425e-10,-2.804152048e-02,3.907977087e-10
0.9920010000,1.6550000000,3.038697329e-02,-8.681147625e-10,-2.807503322e-02,3.906194079e-10
0.9930010000,1.6600000000,3.038890130e-02,-8.679420076e-10,-2.810826059e-02,3.904422184e-10
0.9940010000,1.6650000000,3.039082934e-02,-8.677677521e-10,-2.814120278e-02,3.902661402e-10
0.9950010000,1.6700000000,3.039275741e-02,-8.675906110e-10,-2.817386004e-02,3.900871743e-10
0.9960010000,1.6750000000,3.039468550e-02,-8.674129143e-10,-2.820623256e-02,3.899106499e-10
0.9970010000,1.6800000000,3.039661363e-02,-8.672346073e-10,-2.823832056e-02,3.897341255e-10
0.9980010000,1.6850000000,3.039854178e-02,-8.670564665e-10,-2.827012425e-02,3.895551596e-10
0.9990010000,1.6900000000,3.040046995e-02,-8.668763831e-10,-2.830164386e-02,3.893773050e-10
1.0000010000,1.6950000000,3.040239816e-02,-8.666964091e-10,-2.833287959e-02,3.892001155e-10
1.0010010000,1.7000000000,3.040432639e-02,-8.665161047e-10,-2.836383167e-02,3.890218148e-10
1.0020010000,1.7050000000,3.040625465e-02,-8.663344112e-10,-2.839450029e-02,3.888446253e-10
1.0030010000,1.7100000000,3.040818294e-02,-8.661543278e-10,-2.842488568e-02,3.886638831e-10
1.0040010000,1.7150000000,3.041011126e-02,-8.659723018e-10,-2.845498804e-02,3.884884699e-10
1.0050010000,1.7200000000,3.041203960e-02,-8.657909976e-10,-2.848480760e-02,3.883092852e-10
1.0060010000,1.7250000000,3.041396797e-02,-8.656083591e-10,-2.851434456e-02,3.881316495e-10
1.0070010000,1.7300000000,3.041589637e-02,-8.654273875e-10,-2.854359914e-02,3.879526836e-10
1.0080010000,1.7350000000,3.041782479e-02,-8.652443618e-10,-2.857257155e-02,3.877737178e-10
1.0090010000,1.7400000000,3.041975325e-02,-8.650630576e-10,-2.860126200e-02,3.875954170e-10
1.0100010000,1.7450000000,3.042168173e-02,-8.648803097e-10,-2.862967071e-02,3.874153399e-10
1.0110010000,1.7500000000,3.042361024e-02,-8.646975049e-10,-2.865779788e-02,3.872363740e-10
1.0120010000,1.7550000000,3.042553877e-02,-8.645154789e-10,-2.868564374e-02,3.870585194e-10
1.0130010000,1.7600000000,3.042746734e-02,-8.643328404e-10,-2.871320848e-02,3.868784423e-10
1.0140010000,1.7650000000,3.042939593e-02,-8.641501493e-10,-2.874049232e-02,3.866977001e-10
1.0150010000,1.7700000000,3.043132455e-02,-8.639666247e-10,-2.876749548e-02,3.865174040e-10
1.0160010000,1.7750000000,3.043325319e-02,-8.637832096e-10,-2.879421816e-02,3.863362156e-10
1.0170010000,1.7800000000,3.043518187e-02,-8.636005732e-10,-2.882066057e-02,3.861536971e-10
1.0180010000,1.7850000000,3.043711057e-02,-8.634184356e-10,-2.884682293e-02,3.859747312e-10
1.0190010000,1.7900000000,3.043903930e-02,-8.632345216e-10,-2.887270545e-02,3.857922126e-10
1.0200010000,1.7950000000,3.044096806e-02,-8.630513843e-10,-2.889830833e-02,3.856068064e-10
1.0210010000,1.8000000000,3.044289684e-02,-8.628686932e-10,-2.892363179e-02,3.854236228e-10
1.0220010000,1.8050000000,3.044482565e-02,-8.626841121e-10,-2.894867603e-02,3.852375515e-10
1.0230010000,1.8100000000,3.044675449e-02,-8.625001413e-10,-2.897344128e-02,3.850497039e-10
1.0240010000,1.8150000000,3.044868336e-02,-8.623184499e-10,-2.899792772e-02,3.848576384e-10
1.0250010000,1.8200000000,3.045061219e-02,-8.621348685e-10,-2.902213559e-02,3.846620203e-10
1.0260010000,1.8250000000,3.045254111e-02,-8.619507883e-10,-2.904606507e-02,3.844573014e-10
1.0270010000,1.8300000000,3.045447006e-02,-8.617674847e-10,-2.906971640e-02,3.842352652e-10
1.0280010000,1.8350000000,3.045639904e-02,-8.615832929e-10,-2.909308976e-02,3.839581870e-10
1.0290010000,1.8400000000,3.045832804e-02,-8.614005450e-10,-2.911618538e-02,3.832351658e-10
1.0300010000,1.8450000000,3.046025699e-02,-8.612166310e-10,-2.913900345e-02,3.830942701e-10
1.0310010000,1.8500000000,3.046218620e-02,-8.610328855e-10,-2.916154421e-02,3.831036232e-10
1.0320010000,1.8550000000,3.046411528e-02,-8.608500807e-10,-2.918380783e-02,3.829553267e-10
1.0330010000,1.8600000000,3.046604440e-02,-8.606655564e-10,-2.920579454e-02,3.827776910e-10
1.0340010000,1.8650000000,3.046797354e-02,-8.604813646e-10,-2.922750454e-02,3.826000554e-10
1.0350010000,1.8700000000,3.046990271e-02,-8.602981179e-10,-2.924893804e-02,3.824246422e-10
1.0360010000,1.8750000000,3.047183191e-02,-8.601138693e-10,-2.927009525e-02,3.822456764e-10
1.0370010000,1.8800000000,3.047376113e-02,-8.599302900e-10,-2.929097638e-02,3.820675945e-10
1.0380010000,1.8850000000,3.047569038e-02,-8.597468201e-10,-2.931158162e-02,3.818917352e-10
1.0390010000,1.8900000000,3.047761966e-02,-8.595616286e-10,-2.933191120e-02,3.817138806e-10
1.0400010000,1.8950000000,3.047954897e-02,-8.593773822e-10,-2.935196531e-02,3.815366911e-10
1.0410010000,1.9000000000,3.048147830e-02,-8.591946889e-10,-2.937174417e-02,3.813597205e-10
1.0420010000,1.9050000000,3.048340767e-02,-8.590092764e-10,-2.939124797e-02,3.811807546e-10
1.0430010000,1.9100000000,3.048533706e-02,-8.588269179e-10,-2.941047693e-02,3.810060066e-10
1.0440010000,1.9150000000,3.048726647e-02,-8.586407835e-10,-2.942943126e-02,3.808265945e-10
1.0450010000,1.9200000000,3.048919592e-02,-8.584568127e-10,-2.944811115e-02,3.806507352e-10
1.0460010000,1.9250000000,3.049112539e-02,-8.582744541e-10,-2.946651681e-02,3.804695468e-10
1.0470010000,1.9300000000,3.049305489e-02,-8.580888754e-10,-2.948464845e-02,3.801995824e-10
1.0480010000,1.9350000000,3.049498442e-02,-8.579049614e-10,-2.950250628e-02,3.799000348e-10
1.0490010000,1.9400000000,3.049691391e-02,-8.577211590e-10,-2.952009049e-02,3.799326252e-10
1.0500010000,1.9450000000,3.049884349e-02,-8.575364116e-10,-2.953740130e-02,3.799884746e-10
1.0510010000,1.9500000000,3.050077302e-02,-8.573526640e-10,-2.955443890e-02,3.798963397e-10
1.0520010000,1.9550000000,3.050270280e-02,-8.571678071e-10,-2.957120352e-02,3.797715569e-10
1.0530010000,1.9600000000,3.050463246e-02,-8.569832828e-10,-2.958769534e-02,3.796314520e-10
1.0540010000,1.9650000000,3.050656216e-02,-8.568005349e-10,-2.960391458e-02,3.794806890e-10
1.0550010000,1.9700000000,3.050849188e-02,-8.566152887e-10,-2.961986143e-02,3.793248157e-10
1.0560010000,1.9750000000,3.051042162e-02,-8.564302634e-10,-2.963553610e-02,3.791642785e-10
1.0570010000,1.9800000000,3.051235140e-02,-8.562464610e-10,-2.965093879e-02,3.790006348e-10
1.0580010000,1.9850000000,3.051428120e-02,-8.560614379e-10,-2.966606972e-02,3.788358798e-10
1.0590010000,1.9900000000,3.051621103e-02,-8.558771346e-10,-2.968092907e-02,3.786697946e-10
1.0600010000,1.9950000000,3.051814089e-02,-8.556925556e-10,-2.969551706e-02,3.785010407e-10
1.0610010000,2.0000000000,3.052007077e-02,-8.555075304e-10,-2.970983389e-02,3.783320679e-10
1.0620010000,2.0050000000,3.052200068e-02,-8.553234502e-10,-2.972387976e-02,3.781626489e-10
1.0630010000,2.0100000000,3.052393062e-02,-8.551385933e-10,-2.973765487e-02,3.779901234e-10
1.0640010000,2.0150000000,3.052586059e-02,-8.549546794e-10,-2.975115943e-02,3.778195932e-10
1.0650010000,2.0200000000,3.052779058e-02,-8.547697110e-10,-2.976439364e-02,3.776488440e-10
1.0660010000,2.0250000000,3.052972061e-02,-8.545855739e-10,-2.977735770e-02,3.774752072e-10
1.0670010000,2.0300000000,3.053165066e-02,-8.543998289e-10,-2.979005181e-02,3.773026817e-10
1.0680010000,2.0350000000,3.053358073e-02,-8.542164706e-10,-2.980247617e-02,3.771297100e-10
1.0690010000,2.0400000000,3.053551084e-02,-8.540319463e-10,-2.981463099e-02,3.769571845e-10
1.0700010000,2.0450000000,3.053744097e-02,-8.538457004e-10,-2.982651647e-02,3.767842128e-10
1.0710010000,2.0500000000,3.053937113e-02,-8.536621758e-10,-2.983813281e-02,3.766105760e-10
1.0720010000,2.0550000000,3.054130131e-02,-8.534763739e-10,-2.984948021e-02,3.764347167e-10
1.0730010000,2.0600000000,3.054323153e-02,-8.532911298e-10,-2.986055886e-02,3.762610799e-10
1.0740010000,2.0650000000,3.054516177e-02,-8.531069928e-10,-2.987136899e-02,3.760850016e-10
1.0750010000,2.0700000000,3.054709204e-02,-8.529234114e-10,-2.988191077e-02,3.759131412e-10
1.0760010000,2.0750000000,3.054902234e-02,-8.527382767e-10,-2.989218442e-02,3.757366168e-10
1.0770010000,2.0800000000,3.055095266e-02,-8.525533630e-10,-2.990219013e-02,3.755625338e-10
1.0780010000,2.0850000000,3.055288301e-02,-8.523677843e-10,-2.991192810e-02,3.753869018e-10
1.0790010000,2.0900000000,3.055481339e-02,-8.521829274e-10,-2.992139854e-02,3.752103774e-10
1.0800010000,2.0950000000,3.055674380e-02,-8.519984031e-10,-2.993060163e-02,3.750362944e-10
1.0810010000,2.1000000000,3.055867423e-02,-8.518132685e-10,-2.993953760e-02,3.748608812e-10
1.0820010000,2.1050000000,3.056060469e-02,-8.516287442e-10,-2.994820662e-02,3.746859143e-10
1.0830010000,2.1100000000,3.056253518e-02,-8.514434980e-10,-2.995657460e-02,3.745087248e-10
1.0840010000,2.1150000000,3.056446570e-02,-8.512586958e-10,-2.996431259e-02,3.743335305e-10
1.0850010000,2.1200000000,3.056639624e-02,-8.510748934e-10,-2.997190107e-02,3.741578985e-10
1.0860010000,2.1250000000,3.056832681e-02,-8.508892031e-10,-2.997949008e-02,3.739820392e-10
1.0870010000,2.1300000000,3.057025741e-02,-8.507024016e-10,-2.998707960e-02,3.738059609e-10
1.0880010000,2.1350000000,3.057218803e-02,-8.505187654e-10,-2.999466966e-02,3.736318780e-10
1.0890010000,2.1400000000,3.057411869e-02,-8.503332414e-10,-3.000226024e-02,3.734540234e-10
1.0900010000,2.1450000000,3.057604937e-02,-8.501480520e-10,-3.000985134e-02,3.732786102e-10
1.0910010000,2.1500000000,3.057798008e-02,-8.499619724e-10,-3.001744297e-02,3.731031971e-10
1.0920010000,2.1550000000,3.057991081e-02,-8.497785025e-10,-3.002503513e-02,3.729260076e-10
1.0930010000,2.1600000000,3.058184157e-02,-8.495924797e-10,-3.003262781e-02,3.727488181e-10
1.0940010000,2.1650000000,3.058377236e-02,-8.494081216e-10,-3.004022101e-02,3.725729588e-10
1.0950010000,2.1700000000,3.058570318e-02,-8.492214884e-10,-3.004781474e-02,3.723968805e-10
1.0960010000,2.1750000000,3.058763403e-02,-8.490364632e-10,-3.005540900e-02,3.722196910e-10
1.0970010000,2.1800000000,3.058956490e-02,-8.488516084e-10,-3.006300378e-02,3.720436128e-10
1.0980010000,2.1850000000,3.059149580e-02,-8.486659708e-10,-3.007059908e-02,3.718666422e-10
1.0990010000,2.1900000000,3.059342673e-02,-8.484802258e-10,-3.007819491e-02,3.716916752e-10
1.1000010000,2.1950000000,3.059535768e-02,-8.482958130e-10,-3.008579126e-02,3.715140396e-10
1.1010010000,2.2000000000,3.059728866e-02,-8.481101227e-10,-3.009338813e-02,3.713379613e-10
1.1020010000,2.2050000000,3.059921967e-02,-8.479242661e-10,-3.010098553e-02,3.711607718e-10
1.1030010000,2.2100000000,3.060115071e-02,-8.477393525e-10,-3.010858345e-02,3.709842474e-10
1.1040010000,2.2150000000,3.060308178e-02,-8.475540515e-10,-3.011618190e-02,3.708070579e-10
1.1050010000,2.2200000000,3.060501287e-02,-8.473684159e-10,-3.012378087e-02,3.706309797e-10
1.1060010000,2.2250000000,3.060694399e-02,-8.471823952e-10,-3.013138036e-02,3.704549014e-10
1.1070010000,2.2300000000,3.060887513e-02,-8.469985907e-10,-3.013898038e-02,3.702779309e-10
1.1080010000,2.2350000000,3.061080631e-02,-8.468122353e-10,-3.014658092e-02,3.700989650e-10
1.1090010000,2.2400000000,3.061273751e-02,-8.466272101e-10,-3.015418199e-02,3.699235518e-10
1.1100010000,2.2450000000,3.061466874e-02,-8.464412988e-10,-3.016178357e-02,3.697456973e-10
1.1110010000,2.2500000000,3.061659999e-02,-8.462557200e-10,-3.016938568e-02,3.695691728e-10
1.1120010000,2.2550000000,3.061853128e-02,-8.460699729e-10,-3.017698832e-02,3.693915372e-10
1.1130010000,2.2600000000,3.062046259e-02,-8.458848951e-10,-3.018459147e-02,3.692143477e-10
1.1140010000,2.2650000000,3.062239393e-02,-8.456992048e-10,-3.019219515e-02,3.690382694e-10
1.1150010000,2.2700000000,3.062432529e-02,-8.455137923e-10,-3.019979935e-02,3.688617450e-10
1.1160010000,2.2750000000,3.062625669e-02,-8.453263804e-10,-3.020740407e-02,3.686827792e-10
1.1170010000,2.2800000000,3.062818811e-02,-8.451402460e-10,-3.021500932e-02,3.685078122e-10
1.1180010000,2.2850000000,3.063011955e-02,-8.449550545e-10,-3.022261509e-02,3.683301765e-10
1.1190010000,2.2900000000,3.063205103e-02,-8.447695873e-10,-3.023022138e-02,3.681523219e-10
1.1200010000,2.2950000000,3.063398253e-02,-8.445842863e-10,-3.023782819e-02,3.679764626e-10
1.1210010000,2.3000000000,3.063591406e-02,-8.443975963e-10,-3.024543553e-02,3.677986080e-10
1.1220010000,2.3050000000,3.063784562e-02,-8.442122386e-10,-3.025304338e-02,3.676196422e-10
1.1230010000,2.3100000000,3.063977721e-02,-8.440258284e-10,-3.026065176e-02,3.674435639e-10
1.1240010000,2.3150000000,3.064170882e-02,-8.438405275e-10,-3.026826066e-02,3.672659282e-10
1.1250010000,2.3200000000,3.064364046e-02,-8.436550014e-10,-3.027587008e-02,3.670887387e-10
1.1260010000,2.3250000000,3.064557212e-02,-8.434686460e-10,-3.028348002e-02,3.669115492e-10
1.1270010000,2.3300000000,3.064750382e-02,-8.432837892e-10,-3.029109049e-02,3.667348059e-10
1.1280010000,2.3350000000,3.064943554e-02,-8.430970991e-10,-3.029870147e-02,3.665569513e-10
